season,comp,stage,date,home,away,eng_home,eng_away
2022,UCL,group,2022-09-06,Dinamo Zagreb,Chelsea,False,True
2022,UCL,group,2022-09-14,Chelsea,Red Bull Salzburg,True,False
2022,UCL,group,2022-10-05,Chelsea,Milan,True,False
2022,UCL,group,2022-10-11,Milan,Chelsea,False,True
2022,UCL,group,2022-10-25,Red Bull Salzburg,Chelsea,False,True
2022,UCL,group,2022-11-02,Chelsea,Dinamo Zagreb,True,False
2022,UCL,group,2022-09-06,Sevilla,Manchester City,False,True
2022,UCL,group,2022-09-14,Manchester City,Borussia Dortmund,True,False
2022,UCL,group,2022-10-05,Manchester City,Copenhagen,True,False
2022,UCL,group,2022-10-11,Copenhagen,Manchester City,False,True
2022,UCL,group,2022-10-25,Borussia Dortmund,Manchester City,False,True
2022,UCL,group,2022-11-02,Manchester City,Sevilla,True,False
2022,UEL,KO,2023-02-16,Barcelona,Manchester United,False,True
2022,UEL,KO,2023-02-23,Manchester United,Barcelona,True,False
2022,UEL,KO,2023-03-09,Sporting CP,Arsenal,False,True
2022,UEL,KO,2023-03-16,Arsenal,Sporting CP,True,False
2022,UEL,KO,2023-03-09,Manchester United,Real Betis,True,False
2022,UEL,KO,2023-03-16,Real Betis,Manchester United,False,True
2022,UEL,KO,2023-04-13,Manchester United,Sevilla,True,False
2022,UEL,KO,2023-04-20,Sevilla,Manchester United,False,True
2022,UEL,group,2022-09-08,Zürich,Arsenal,False,True
2022,UEL,group,2022-10-06,Arsenal,Bodø/Glimt,True,False
2022,UEL,group,2022-10-13,Bodø/Glimt,Arsenal,False,True
2022,UEL,group,2022-10-20,Arsenal,PSV Eindhoven,True,False
2022,UEL,group,2022-10-27,PSV Eindhoven,Arsenal,False,True
2022,UEL,group,2022-11-03,Arsenal,Zürich,True,False
2022,UEL,group,2022-09-08,Manchester United,Real Sociedad,True,False
2022,UEL,group,2022-09-15,Sheriff Tiraspol,Manchester United,False,True
2022,UEL,group,2022-10-06,Omonia,Manchester United,False,True
2022,UEL,group,2022-10-13,Manchester United,Omonia,True,False
2022,UEL,group,2022-10-27,Manchester United,Sheriff Tiraspol,True,False
2022,UEL,group,2022-11-03,Real Sociedad,Manchester United,False,True
2022,UECL,KO,2023-03-09,AEK Larnaca,West Ham,False,True
2022,UECL,KO,2023-03-16,West Ham,AEK Larnaca,True,False
2022,UECL,KO,2023-04-13,Gent,West Ham,False,True
2022,UECL,KO,2023-04-20,West Ham,Gent,True,False
2022,UECL,KO,2023-05-11,West Ham,AZ,True,False
2022,UECL,KO,2023-05-18,AZ,West Ham,False,True
2022,UECL,group,2022-09-08,West Ham,FCSB,True,False
2022,UECL,group,2022-09-15,Silkeborg,West Ham,False,True
2022,UECL,group,2022-10-06,Anderlecht,West Ham,False,True
2022,UECL,group,2022-10-13,West Ham,Anderlecht,True,False
2022,UECL,group,2022-10-27,West Ham,Silkeborg,True,False
2022,UECL,group,2022-11-03,FCSB,West Ham,False,True
2023,UCL,KO,2024-02-21,Porto,Arsenal,False,True
2023,UCL,KO,2024-03-12,Arsenal,Porto,True,False
2023,UCL,KO,2024-02-13,Copenhagen,Manchester City,False,True
2023,UCL,KO,2024-03-06,Manchester City,Copenhagen,True,False
2023,UCL,KO,2024-04-09,Arsenal,Bayern Munich,True,False
2023,UCL,KO,2024-04-17,Bayern Munich,Arsenal,False,True
2023,UCL,KO,2024-04-09,Real Madrid,Manchester City,False,True
2023,UCL,KO,2024-04-17,Manchester City,Real Madrid,True,False
2023,UCL,group,2023-09-20,Bayern Munich,Manchester United,False,True
2023,UCL,group,2023-10-03,Manchester United,Galatasaray,True,False
2023,UCL,group,2023-10-24,Manchester United,Copenhagen,True,False
2023,UCL,group,2023-11-08,Copenhagen,Manchester United,False,True
2023,UCL,group,2023-11-29,Galatasaray,Manchester United,False,True
2023,UCL,group,2023-12-12,Manchester United,Bayern Munich,True,False
2023,UCL,group,2023-09-20,Arsenal,PSV Eindhoven,True,False
2023,UCL,group,2023-10-03,Lens,Arsenal,False,True
2023,UCL,group,2023-10-24,Sevilla,Arsenal,False,True
2023,UCL,group,2023-11-08,Arsenal,Sevilla,True,False
2023,UCL,group,2023-11-29,Arsenal,Lens,True,False
2023,UCL,group,2023-12-12,PSV Eindhoven,Arsenal,False,True
2023,UCL,group,2023-09-19,Milan,Newcastle United,False,True
2023,UCL,group,2023-10-04,Newcastle United,Paris Saint-Germain,True,False
2023,UCL,group,2023-10-25,Newcastle United,Borussia Dortmund,True,False
2023,UCL,group,2023-11-07,Borussia Dortmund,Newcastle United,False,True
2023,UCL,group,2023-11-28,Paris Saint-Germain,Newcastle United,False,True
2023,UCL,group,2023-12-13,Newcastle United,Milan,True,False
2023,UCL,group,2023-09-19,Manchester City,Red Star Belgrade,True,False
2023,UCL,group,2023-10-04,RB Leipzig,Manchester City,False,True
2023,UCL,group,2023-10-25,Young Boys,Manchester City,False,True
2023,UCL,group,2023-11-07,Manchester City,Young Boys,True,False
2023,UCL,group,2023-11-28,Manchester City,RB Leipzig,True,False
2023,UCL,group,2023-12-13,Red Star Belgrade,Manchester City,False,True
2023,UEL,KO,2024-03-07,Sparta Prague,Liverpool,False,True
2023,UEL,KO,2024-03-14,Liverpool,Sparta Prague,True,False
2023,UEL,KO,2024-03-07,Roma,Brighton,False,True
2023,UEL,KO,2024-03-14,Brighton,Roma,True,False
2023,UEL,KO,2024-03-07,SC Freiburg,West Ham,False,True
2023,UEL,KO,2024-03-14,West Ham,SC Freiburg,True,False
2023,UEL,KO,2024-04-11,Liverpool,Atalanta,True,False
2023,UEL,KO,2024-04-18,Atalanta,Liverpool,False,True
2023,UEL,KO,2024-04-11,Bayer Leverkusen,West Ham,False,True
2023,UEL,KO,2024-04-18,West Ham,Bayer Leverkusen,True,False
2023,UEL,group,2023-09-21,West Ham,TSC,True,False
2023,UEL,group,2023-10-05,SC Freiburg,West Ham,False,True
2023,UEL,group,2023-10-26,Olympiacos,West Ham,False,True
2023,UEL,group,2023-11-09,West Ham,Olympiacos,True,False
2023,UEL,group,2023-11-30,TSC,West Ham,False,True
2023,UEL,group,2023-12-14,West Ham,SC Freiburg,True,False
2023,UEL,group,2023-09-21,Brighton,AEK Athens,True,False
2023,UEL,group,2023-10-05,Marseille,Brighton,False,True
2023,UEL,group,2023-10-26,Brighton,Ajax,True,False
2023,UEL,group,2023-11-09,Ajax,Brighton,False,True
2023,UEL,group,2023-11-30,AEK Athens,Brighton,False,True
2023,UEL,group,2023-12-14,Brighton,Marseille,True,False
2023,UEL,group,2023-09-21,LASK,Liverpool,False,True
2023,UEL,group,2023-10-05,Liverpool,Union Saint-Gilloise,True,False
2023,UEL,group,2023-10-26,Liverpool,Toulouse,True,False
2023,UEL,group,2023-11-09,Toulouse,Liverpool,False,True
2023,UEL,group,2023-11-30,Liverpool,LASK,True,False
2023,UEL,group,2023-12-14,Union Saint-Gilloise,Liverpool,False,True
2023,UECL,KO,2024-03-07,Ajax,Aston Villa,False,True
2023,UECL,KO,2024-03-14,Aston Villa,Ajax,True,False
2023,UECL,KO,2024-04-11,Aston Villa,Lille,True,False
2023,UECL,KO,2024-04-18,Lille,Aston Villa,False,True
2023,UECL,KO,2024-05-02,Aston Villa,Olympiacos,True,False
2023,UECL,KO,2024-05-09,Olympiacos,Aston Villa,False,True
2023,UECL,group,2023-09-21,Legia Warsaw,Aston Villa,False,True
2023,UECL,group,2023-10-05,Aston Villa,Zrinjski Mostar,True,False
2023,UECL,group,2023-10-26,AZ,Aston Villa,False,True
2023,UECL,group,2023-11-09,Aston Villa,AZ,True,False
2023,UECL,group,2023-11-30,Aston Villa,Legia Warsaw,True,False
2023,UECL,group,2023-12-14,Zrinjski Mostar,Aston Villa,False,True
2024,UCL,KO,2025-02-11,Manchester City,Real Madrid,True,False
2024,UCL,KO,2025-02-19,Real Madrid,Manchester City,False,True
2024,UCL,KO,2025-03-05,Paris Saint-Germain,Liverpool,False,True
2024,UCL,KO,2025-03-11,Liverpool,Paris Saint-Germain,True,False
2024,UCL,KO,2025-03-04,Club Brugge,Aston Villa,False,True
2024,UCL,KO,2025-03-12,Aston Villa,Club Brugge,True,False
2024,UCL,KO,2025-03-04,PSV Eindhoven,Arsenal,False,True
2024,UCL,KO,2025-03-12,Arsenal,PSV Eindhoven,True,False
2024,UCL,KO,2025-04-09,Paris Saint-Germain,Aston Villa,False,True
2024,UCL,KO,2025-04-15,Aston Villa,Paris Saint-Germain,True,False
2024,UCL,KO,2025-04-08,Arsenal,Real Madrid,True,False
2024,UCL,KO,2025-04-16,Real Madrid,Arsenal,False,True
2024,UCL,KO,2025-04-29,Arsenal,Paris Saint-Germain,True,False
2024,UCL,KO,2025-05-07,Paris Saint-Germain,Arsenal,False,True
2024,UEL,KO,2025-03-06,AZ,Tottenham,False,True
2024,UEL,KO,2025-03-13,Tottenham,AZ,True,False
2024,UEL,KO,2025-03-06,Real Sociedad,Manchester United,False,True
2024,UEL,KO,2025-03-13,Manchester United,Real Sociedad,True,False
2024,UEL,KO,2025-04-10,Tottenham,Eintracht Frankfurt,True,False
2024,UEL,KO,2025-04-17,Eintracht Frankfurt,Tottenham,False,True
2024,UEL,KO,2025-04-10,Lyon,Manchester United,False,True
2024,UEL,KO,2025-04-17,Manchester United,Lyon,True,False
2024,UEL,KO,2025-05-01,Tottenham,Bodø/Glimt,True,False
2024,UEL,KO,2025-05-08,Bodø/Glimt,Tottenham,False,True
2024,UEL,KO,2025-05-01,Athletic Bilbao,Manchester United,False,True
2024,UEL,KO,2025-05-08,Manchester United,Athletic Bilbao,True,False
2024,UEL,group,2024-09-25,Tottenham,Qarabağ,True,False
2024,UEL,group,2024-10-23,Tottenham,AZ,True,False
2024,UEL,group,2024-11-28,Tottenham,Roma,True,False
2024,UEL,group,2025-01-30,Tottenham,IF Elfsborg,True,False
2024,UECL,KO,2025-03-06,Copenhagen,Chelsea,False,True
2024,UECL,KO,2025-03-13,Chelsea,Copenhagen,True,False
2024,UECL,KO,2025-04-10,Legia Warsaw,Chelsea,False,True
2024,UECL,KO,2025-04-17,Chelsea,Legia Warsaw,True,False
2024,UECL,KO,2025-05-01,Djurgårdens IF,Chelsea,False,True
2024,UECL,KO,2025-05-08,Chelsea,Djurgårdens IF,True,False
2025,UCL,KO,2026-02-18,Qarabağ,Newcastle United,False,True
2025,UCL,KO,2026-02-24,Newcastle United,Qarabağ,True,False
2025,UCL,KO,2026-03-11,Paris Saint-Germain,Chelsea,False,True
2025,UCL,KO,2026-03-17,Chelsea,Paris Saint-Germain,True,False
2025,UCL,KO,2026-03-10,Galatasaray,Liverpool,False,True
2025,UCL,KO,2026-03-18,Liverpool,Galatasaray,True,False
2025,UCL,KO,2026-03-11,Real Madrid,Manchester City,False,True
2025,UCL,KO,2026-03-17,Manchester City,Real Madrid,True,False
2025,UCL,KO,2026-03-10,Newcastle United,Barcelona,True,False
2025,UCL,KO,2026-03-18,Barcelona,Newcastle United,False,True
2025,UCL,KO,2026-03-10,Atlético Madrid,Tottenham,False,True
2025,UCL,KO,2026-03-18,Tottenham,Atlético Madrid,True,False
2025,UCL,KO,2026-03-11,Bayer Leverkusen,Arsenal,False,True
2025,UCL,KO,2026-03-17,Arsenal,Bayer Leverkusen,True,False
2025,UCL,KO,2026-04-08,Paris Saint-Germain,Liverpool,False,True
2025,UCL,KO,2026-04-14,Liverpool,Paris Saint-Germain,True,False
2025,UCL,KO,2026-04-07,Sporting CP,Arsenal,False,True
2025,UCL,KO,2026-04-15,Arsenal,Sporting CP,True,False
2025,UCL,KO,2026-04-29,Atlético Madrid,Arsenal,False,True
2025,UCL,KO,2026-05-05,Arsenal,Atlético Madrid,True,False
2025,UCL,group,2026-01-28,Napoli,Chelsea,False,True
2025,UEL,KO,2026-02-19,Fenerbahçe,Nottingham Forest,False,True
2025,UEL,KO,2026-02-26,Nottingham Forest,Fenerbahçe,True,False
2025,UEL,KO,2026-03-12,Nottingham Forest,Midtjylland,True,False
2025,UEL,KO,2026-03-19,Midtjylland,Nottingham Forest,False,True
2025,UEL,KO,2026-03-12,Lille,Aston Villa,False,True
2025,UEL,KO,2026-03-19,Aston Villa,Lille,True,False
2025,UEL,KO,2026-04-09,Porto,Nottingham Forest,False,True
2025,UEL,KO,2026-04-16,Nottingham Forest,Porto,True,False
2025,UEL,KO,2026-04-09,Bologna,Aston Villa,False,True
2025,UEL,KO,2026-04-16,Aston Villa,Bologna,True,False
2025,UEL,KO,2026-04-30,Nottingham Forest,Aston Villa,True,True
2025,UEL,KO,2026-05-07,Aston Villa,Nottingham Forest,True,True
2025,UECL,KO,2026-02-19,Zrinjski Mostar,Crystal Palace,False,True
2025,UECL,KO,2026-02-26,Crystal Palace,Zrinjski Mostar,True,False
2025,UECL,KO,2026-03-12,Crystal Palace,AEK Larnaca,True,False
2025,UECL,KO,2026-03-19,AEK Larnaca,Crystal Palace,False,True
2025,UECL,KO,2026-04-09,Crystal Palace,Fiorentina,True,False
2025,UECL,KO,2026-04-16,Fiorentina,Crystal Palace,False,True
2025,UECL,KO,2026-04-30,Shakhtar Donetsk,Crystal Palace,False,True
2025,UECL,KO,2026-05-07,Crystal Palace,Shakhtar Donetsk,True,False
